condition,model,label,chrom,seg_start,seg_end,bead_start,bead_end,radial_dist
C1,model_0001,chr3,chr3,0,300000000,185300000,185600000,4.116335647510295
C1,model_0001,chr3,chr3,0,300000000,185600000,185950000,4.209932582039883
C1,model_0001,chr3,chr3,0,300000000,185950000,186550000,3.815913124105946
C1,model_0001,chr3,chr3,0,300000000,186550000,187700000,3.607829612661884
C1,model_0001,chr3,chr3,0,300000000,187700000,188300000,3.7138244876408737
C1,model_0001,chr3,chr3,0,300000000,188300000,189250000,3.686231464922408
C1,model_0001,chr3,chr3,0,300000000,189250000,189950000,3.9479790655848213
C1,model_0001,chr3,chr3,0,300000000,189950000,190700000,4.2033337395701755
C1,model_0001,chr3,chr3,0,300000000,190700000,191100000,4.502883702184635
C1,model_0001,chr3,chr3,0,300000000,191100000,192150000,4.761620341880377
C1,model_0001,chr3,chr3,0,300000000,192150000,192450000,4.775602736674816
C1,model_0001,chr3,chr3,0,300000000,192450000,193100000,4.704653717305452
C1,model_0001,chr3,chr3,0,300000000,193100000,193600000,5.093048178961691
C1,model_0001,chr3,chr3,0,300000000,193600000,194400000,4.959588132988061
C1,model_0001,chr3,chr3,0,300000000,194400000,195250000,4.678975355545271
C1,model_0001,chr3,chr3,0,300000000,195250000,196550000,4.88496346595714
C1,model_0001,chr3,chr3,0,300000000,196550000,197000000,4.561103723884823
C1,model_0001,chr3,chr3,0,300000000,197000000,198295559,4.728548031319973
C1,model_0001,chr17,chr17,0,300000000,0,2350000,1.8375039009308252
C1,model_0001,chr17,chr17,0,300000000,2350000,2750000,1.9400325049640277
C1,model_0001,chr17,chr17,0,300000000,2750000,3700000,1.6719979869452595
C1,model_0001,chr17,chr17,0,300000000,3700000,4550000,1.5436146748683688
C1,model_0001,chr17,chr17,0,300000000,4550000,5050000,1.4060456915466866
C1,model_0001,chr17,chr17,0,300000000,5050000,5550000,1.7147096396638586
C1,model_0001,chr17,chr17,0,300000000,5550000,6450000,1.869530187412177
C1,model_0001,chr17,chr17,0,300000000,6450000,7050000,2.118839696679529
C1,model_0001,chr17,chr17,0,300000000,7050000,8350000,2.334939908195498
C1,model_0001,chr17,chr17,0,300000000,8350000,8950000,2.5714176546039735
C1,model_0001,chr17,chr17,0,300000000,8950000,9800000,2.4773894466078605
C1,model_0001,chr17,chr17,0,300000000,9800000,10300000,2.8455458356717784
C1,model_0001,chr17,chr17,0,300000000,10300000,10700000,3.1526159267820746
C1,model_0001,chr17,chr17,0,300000000,10700000,11200000,3.278166597255393
C1,model_0001,chr17,chr17,0,300000000,11200000,12150000,2.9463411353957305
C1,model_0001,chr17,chr17,0,300000000,12150000,13050000,2.6487745302822585
C1,model_0001,chr17,chr17,0,300000000,13050000,13600000,2.47251771036104
C1,model_0001,chr17,chr17,0,300000000,13600000,14000000,2.1957160824571558
C1,model_0001,chr17,chr17,0,300000000,14000000,14350000,2.281015320581833
C1,model_0001,chr17,chr17,0,300000000,14350000,15200000,2.049200700694054
C1,model_0001,chr17,chr17,0,300000000,15200000,15550000,1.8293894162889432
C1,model_0001,chr17,chr17,0,300000000,15550000,16050000,1.6299089922830048
C1,model_0001,chr17,chr17,0,300000000,16050000,16900000,1.353368497080156
C1,model_0001,chr17,chr17,0,300000000,16900000,17300000,1.463559181837209
C1,model_0001,chr17,chr17,0,300000000,17300000,17650000,1.5398898946833308
C1,model_0001,chr17,chr17,0,300000000,17650000,18100000,1.6343404674057362
C1,model_0001,chr17,chr17,0,300000000,18100000,19150000,1.5894918055683709
C1,model_0001,chr17,chr17,0,300000000,19150000,19850000,1.9323547826162772
C1,model_0001,chr17,chr17,0,300000000,19850000,21000000,2.270268602456546
C1,model_0001,chr17,chr17,0,300000000,21000000,25025000,2.618955811482889
C1,model_0001,chr17,chr17,0,300000000,25025000,27900000,2.9899407641958393
C1,model_0001,chr17,chr17,0,300000000,27900000,28550000,3.3373732793470974
C1,model_0001,chr17,chr17,0,300000000,28550000,29250000,3.6593226846917997
C1,model_0001,chr17,chr17,0,300000000,29250000,29600000,3.9386339225040956
C1,model_0001,chr17,chr17,0,300000000,29600000,30100000,4.274746086564674
C1,model_0001,chr17,chr17,0,300000000,30100000,31900000,4.377438938443345
C1,model_0001,chr17,chr17,0,300000000,31900000,32350000,4.425886368276981
C1,model_0001,chr17,chr17,0,300000000,32350000,33000000,4.495566880672559
C1,model_0001,chr17,chr17,0,300000000,33000000,33750000,4.397515548471547
C1,model_0001,chr17,chr17,0,300000000,33750000,34400000,4.271112791840084
C1,model_0001,chr17,chr17,0,300000000,34400000,35150000,4.4656699589487125
C1,model_0001,chr17,chr17,0,300000000,35150000,35550000,4.502818834709654
C1,model_0001,chr17,chr17,0,300000000,35550000,39550000,4.107555043940373
C1,model_0001,chr17,chr17,0,300000000,39550000,40000000,3.9462501779279022
C1,model_0001,chr17,chr17,0,300000000,40000000,41700000,3.6550599447565832
C1,model_0001,chr17,chr17,0,300000000,41700000,42550000,3.462754151485346
C1,model_0001,chr17,chr17,0,300000000,42550000,43000000,3.294309282814229
C1,model_0001,chr17,chr17,0,300000000,43000000,43500000,3.3344608694073767
C1,model_0001,chr17,chr17,0,300000000,43500000,43850000,3.128938543535331
C1,model_0001,chr17,chr17,0,300000000,43850000,44400000,3.427108342393044
C1,model_0001,chr17,chr17,0,300000000,44400000,44700000,3.2477572774146775
C1,model_0001,chr17,chr17,0,300000000,44700000,47050000,3.3561107787315363
C1,model_0001,chr17,chr17,0,300000000,47050000,47800000,3.361982543260598
C1,model_0001,chr17,chr17,0,300000000,47800000,48650000,3.674407944309668
C1,model_0001,chr17,chr17,0,300000000,48650000,49250000,3.8249509004268276
C1,model_0001,chr17,chr17,0,300000000,49250000,50150000,3.4395868232834306
C1,model_0001,chr17,chr17,0,300000000,50150000,50350000,3.521801014405271
C1,model_0001,chr17,chr17,0,300000000,50350000,51300000,3.67856271072684
C1,model_0001,chr17,chr17,0,300000000,51300000,51750000,3.9770397019024086
C1,model_0001,chr17,chr17,0,300000000,51750000,52300000,4.141783882663242
C1,model_0001,chr17,chr17,0,300000000,52300000,53050000,4.529209976282398
C1,model_0001,chr17,chr17,0,300000000,53050000,54050000,4.470097066404823
C1,model_0001,chr17,chr17,0,300000000,54050000,54900000,4.249527108432655
C1,model_0001,chr17,chr17,0,300000000,54900000,55350000,3.9272012786111437
C1,model_0001,chr17,chr17,0,300000000,55350000,55850000,4.190488645375978
C1,model_0001,chr17,chr17,0,300000000,55850000,56500000,4.255806977367042
C1,model_0001,chr17,chr17,0,300000000,56500000,56800000,3.978130239905729
C1,model_0001,chr17,chr17,0,300000000,56800000,57100000,3.692718483919943
C1,model_0001,chr17,chr17,0,300000000,57100000,57750000,3.3084247438187697
C1,model_0001,chr17,chr17,0,300000000,57750000,58200000,2.9612701799270194
C1,model_0001,chr17,chr17,0,300000000,58200000,58500000,2.9737464406505203
C1,model_0001,chr17,chr17,0,300000000,58500000,59100000,2.5835146285618045
C1,model_0001,chr17,chr17,0,300000000,59100000,59600000,2.6174459436833173
C1,model_0001,chr17,chr17,0,300000000,59600000,60050000,2.2396711448426108
C1,model_0001,chr17,chr17,0,300000000,60050000,60700000,1.971857995050607
C1,model_0001,chr17,chr17,0,300000000,60700000,61600000,1.8196788989176085
C1,model_0001,chr17,chr17,0,300000000,61600000,62400000,1.6321596648382781
C1,model_0001,chr17,chr17,0,300000000,62400000,63400000,1.530401417529401
C1,model_0001,chr17,chr17,0,300000000,63400000,63850000,1.1751017087082292
C1,model_0001,chr17,chr17,0,300000000,63850000,64300000,1.265688725243691
C1,model_0001,chr17,chr17,0,300000000,64300000,64800000,1.4748271241247226
C1,model_0001,chr17,chr17,0,300000000,64800000,65200000,1.3955894482174942
C1,model_0001,chr17,chr17,0,300000000,65200000,66200000,1.6931657602163468
C1,model_0001,chr17,chr17,0,300000000,66200000,66700000,1.617538893586179
C1,model_0001,chr17,chr17,0,300000000,66700000,67150000,1.9799185563524981
C1,model_0001,chr17,chr17,0,300000000,67150000,67800000,1.91491669426427
C1,model_0001,chr17,chr17,0,300000000,67800000,68750000,1.9026859559330858
C1,model_0001,chr17,chr17,0,300000000,68750000,69550000,2.264095755615473
C1,model_0001,chr17,chr17,0,300000000,69550000,70150000,2.336864264032894
C1,model_0001,chr17,chr17,0,300000000,70150000,70650000,2.621550263453478
C1,model_0001,chr17,chr17,0,300000000,70650000,71100000,2.6047275435355997
C1,model_0001,chr17,chr17,0,300000000,71100000,71500000,2.3399744877508817
C1,model_0001,chr17,chr17,0,300000000,71500000,72100000,2.1700176616958675
C1,model_0001,chr17,chr17,0,300000000,72100000,72700000,2.4421389556075
C1,model_0001,chr17,chr17,0,300000000,72700000,73400000,2.7976126385259272
C1,model_0001,chr17,chr17,0,300000000,73400000,74200000,3.028673509605979
C1,model_0001,chr17,chr17,0,300000000,74200000,75250000,3.0316839526052184
C1,model_0001,chr17,chr17,0,300000000,75250000,75900000,2.6793732878942045
C1,model_0001,chr17,chr17,0,300000000,75900000,76750000,2.6993761584204967
C1,model_0001,chr17,chr17,0,300000000,76750000,77500000,2.671395166972494
C1,model_0001,chr17,chr17,0,300000000,77500000,78050000,2.2996593270762955
C1,model_0001,chr17,chr17,0,300000000,78050000,79000000,2.154929757996998
C1,model_0001,chr17,chr17,0,300000000,79000000,79700000,1.8813267087640573
C1,model_0001,chr17,chr17,0,300000000,79700000,80950000,1.5960194431058792
C1,model_0001,chr17,chr17,0,300000000,80950000,82250000,1.312450703824719
C1,model_0001,chr17,chr17,0,300000000,82250000,83257441,1.2518309984326956
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,0,2150000,4.939162388565595
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,2150000,3200000,5.266491216505065
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,3200000,4300000,5.579853300629059
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,4300000,4650000,5.803559978780266
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,4650000,5250000,5.904057543862611
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,5250000,5800000,5.7498330854359585
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,5800000,6200000,5.59095715933696
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,6200000,6800000,5.821870725887084
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,6800000,8300000,5.4959339800787275
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,8300000,9350000,5.458482646208194
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,9350000,9700000,5.086837711384553
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,9700000,10350000,4.721683434694558
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,10350000,10750000,4.366558986310045
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,10750000,11900000,4.484547635329286
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,11900000,12550000,4.575607554766579
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,12550000,13000000,4.340688711020177
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,13000000,13500000,4.217788660667508
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,13500000,14200000,4.265556611370859
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,14200000,14550000,4.615550005679604
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,14550000,15050000,4.768312840611027
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,15050000,15600000,4.982363717678672
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,15600000,16250000,5.222484263321241
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,16250000,17250000,5.6013874275115985
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,17250000,17850000,5.346953400675513
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,17850000,18400000,5.43372744376478
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,18400000,19050000,5.442466657881333
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,19050000,19850000,5.114345812573589
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,19850000,20325000,4.789082555161479
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,20325000,20950000,4.599753945198917
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,20950000,22100000,4.615450622144576
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,22100000,23000000,4.923759235273898
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,23000000,23950000,4.972664223892653
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,23950000,24700000,5.168241399219371
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,24700000,25600000,5.253085550516476
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,25600000,25950000,5.156402972586607
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,25950000,27300000,5.067201866217686
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,27300000,27700000,4.798221481778431
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,27700000,28350000,4.51428666153358
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,28350000,28800000,4.651570209499154
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,28800000,30000000,4.732280092862213
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,30000000,30750000,4.574721803366845
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,30750000,31550000,4.914242274827321
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,31550000,32150000,4.850737164297814
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,32150000,32800000,5.003056561982884
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,32800000,33400000,5.0807775290598975
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,33400000,33850000,4.703709029372459
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,33850000,34700000,4.580075520872992
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,34700000,35950000,4.715268488286642
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,35950000,36700000,4.372204710233042
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,36700000,38500000,4.679601929229023
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,38500000,39050000,5.066539093703414
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,39050000,39400000,4.946685304563956
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,39400000,40550000,4.888585209797309
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,40550000,41300000,4.673082430185027
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,41300000,41850000,4.435408573160876
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,41850000,42200000,4.048642645776976
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,42200000,42900000,4.155528283258821
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,42900000,43500000,4.107114206663968
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,43500000,44250000,4.047152125682453
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,44250000,45750000,3.9847580446245416
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,45750000,46450000,4.159932043507442
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,46450000,47400000,4.448074703464522
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,47400000,47800000,4.384127522909091
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,47800000,48200000,4.250904785439629
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,48200000,48700000,4.144713202108297
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,48700000,49000000,4.094693866203553
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,49000000,49500000,4.460927673974216
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,49500000,50300000,4.663971040724417
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,50300000,50650000,4.797740197163244
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,50650000,51400000,4.838881678487706
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,51400000,51900000,5.127589825041
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,51900000,52450000,5.325737666921738
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,52450000,53300000,5.193396400442103
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,53300000,53900000,5.087172201029173
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,53900000,54400000,5.280949931694263
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,54400000,54800000,5.572280486815878
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,54800000,55400000,5.636450761091531
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,55400000,55900000,5.58045040513183
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,55900000,56550000,5.228019364415266
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,56550000,57100000,5.233606307753025
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,57100000,57550000,5.355771847514138
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,57550000,57950000,5.538029433540056
C1,model_0002,Der(17)t(3;17),chr3,0,58600000,57950000,58650000,5.643627628214321
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,21000000,25025000,3.5553974711934813
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,25025000,27900000,3.1632470542120164
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,27900000,28550000,2.821088942716707
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,28550000,29250000,2.508675751462512
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,29250000,29600000,2.1842757971514515
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,29600000,30100000,1.8080281350819738
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,30100000,31900000,1.4753965665203375
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,31900000,32350000,1.2583523371560128
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,32350000,33000000,0.9354935958273578
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,33000000,33750000,0.5611789751710233
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,33750000,34400000,0.894010727228846
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,34400000,35150000,0.9373656019686235
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,35150000,35550000,1.0432416827916722
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,35550000,39550000,0.8340829409812911
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,39550000,40000000,1.1684652553216974
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,40000000,41700000,1.416604278217276
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,41700000,42550000,1.2874631985563703
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,42550000,43000000,1.6445462381900364
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,43000000,43500000,1.9789081681879532
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,43500000,43850000,2.165816216586486
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,43850000,44400000,1.7967283296383456
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,44400000,44700000,1.8679656345083013
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,44700000,47050000,1.5246091196552642
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,47050000,47800000,1.4119868017308095
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,47800000,48650000,1.0718610814367504
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,48650000,49250000,1.1433463312264573
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,49250000,50150000,1.4344943506284715
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,50150000,50350000,1.8324247743724706
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,50350000,51300000,1.7301942414480518
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,51300000,51750000,2.081211220580218
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,51750000,52300000,2.041022741794172
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,52300000,53050000,2.2930893808358737
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,53050000,54050000,2.5805999774213824
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,54050000,54900000,2.839193823328904
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,54900000,55350000,2.7006188193738114
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,55350000,55850000,2.509146262437485
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,55850000,56500000,2.6702578144815905
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,56500000,56800000,2.625677731697095
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,56800000,57100000,2.469023161459001
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,57100000,57750000,2.325232844778776
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,57750000,58200000,2.593418041292225
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,58200000,58500000,2.3971405012430957
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,58500000,59100000,2.4172796030455395
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,59100000,59600000,2.6761155675530905
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,59600000,60050000,2.6785953586161537
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,60050000,60700000,2.428486943627451
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,60700000,61600000,2.0410038064396154
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,61600000,62400000,1.9034937529022784
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,62400000,63400000,1.5224310325164159
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,63400000,63850000,1.441936535215056
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,63850000,64300000,1.3197103911559536
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,64300000,64800000,0.9346607273089204
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,64800000,65200000,0.7670544228677649
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,65200000,66200000,0.9473072789343487
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,66200000,66700000,1.2228331940191188
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,66700000,67150000,1.5823405989624988
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,67150000,67800000,1.9217032573706585
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,67800000,68750000,1.9198455562362304
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,68750000,69550000,2.135988476979452
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,69550000,70150000,2.3107762978886552
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,70150000,70650000,2.3087363467923314
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,70650000,71100000,2.212899166003729
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,71100000,71500000,2.0538127885250397
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,71500000,72100000,1.784879149579601
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,72100000,72700000,1.4321790773590433
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,72700000,73400000,1.2790834096402783
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,73400000,74200000,1.0761664297077846
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,74200000,75250000,1.3279522177711252
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,75250000,75900000,1.4302404344445026
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,75900000,76750000,1.8108769995778289
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,76750000,77500000,1.9267808080196875
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,77500000,78050000,2.2615813961447064
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,78050000,79000000,2.0038926972491216
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,79000000,79700000,2.0961406329712235
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,79700000,80950000,2.3240626646301945
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,80950000,82250000,2.465010213199126
C1,model_0002,Der(17)t(3;17),chr17,22700001,83257441,82250000,83257441,2.1949773445928775
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,0,2150000,4.939162388565595
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,2150000,3200000,5.266491216505065
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,3200000,4300000,5.579853300629059
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,4300000,4650000,5.803559978780266
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,4650000,5250000,5.904057543862611
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,5250000,5800000,5.7498330854359585
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,5800000,6200000,5.59095715933696
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,6200000,6800000,5.821870725887084
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,6800000,8300000,5.4959339800787275
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,8300000,9350000,5.458482646208194
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,9350000,9700000,5.086837711384553
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,9700000,10350000,4.721683434694558
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,10350000,10750000,4.366558986310045
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,10750000,11900000,4.484547635329286
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,11900000,12550000,4.575607554766579
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,12550000,13000000,4.340688711020177
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,13000000,13500000,4.217788660667508
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,13500000,14200000,4.265556611370859
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,14200000,14550000,4.615550005679604
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,14550000,15050000,4.768312840611027
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,15050000,15600000,4.982363717678672
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,15600000,16250000,5.222484263321241
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,16250000,17250000,5.6013874275115985
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,17250000,17850000,5.346953400675513
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,17850000,18400000,5.43372744376478
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,18400000,19050000,5.442466657881333
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,19050000,19850000,5.114345812573589
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,19850000,20325000,4.789082555161479
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,20325000,20950000,4.599753945198917
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,20950000,22100000,4.615450622144576
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,22100000,23000000,4.923759235273898
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,23000000,23950000,4.972664223892653
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,23950000,24700000,5.168241399219371
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,24700000,25600000,5.253085550516476
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,25600000,25950000,5.156402972586607
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,25950000,27300000,5.067201866217686
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,27300000,27700000,4.798221481778431
C1,model_0002,chr3 frag in Der(17),chr3,0,58600000,27700000,28350000,4.51428666153358
